fips_code,county,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016
55097,Portage County,39422,24817,13810,795,39186,22052,16599,535,38123,18524,17310,2289
29007,Audrain County,10781,4434,6167,180,9951,3538,6186,227,10043,2567,6981,495
27033,Cottonwood County,6036,2759,3157,120,5848,2433,3316,99,5697,1678,3679,340
51107,Loudoun County,139459,74845,63336,1278,158648,81900,74794,1954,180265,99909,69633,10723
51137,Orange County,15801,7107,8506,188,16330,6870,9244,216,17157,5955,10511,691
31101,Keith County,3968,974,2942,52,4026,920,3036,70,3945,560,3203,182
08047,Gilpin County,3301,1954,1253,94,3271,1854,1320,97,3574,1634,1564,376
21153,Magoffin County,4651,2105,2434,112,4905,1433,3391,81,5113,1172,3824,117
39071,Highland County,19186,6856,11907,423,17161,5772,11032,357,17048,3436,13005,607
55025,Dane County,282939,205984,73065,3890,302845,215389,83459,3997,304729,217506,71270,15953
51111,Lunenburg County,5650,2703,2900,47,5726,2684,2969,73,5577,2226,3206,145
53049,Pacific County,10937,6094,4555,288,10477,5684,4484,309,8872,3900,4444,528
27009,Benton County,19339,8454,10338,547,19521,8173,10849,499,19911,5640,12872,1399
42099,Perry County,19745,6396,13058,291,18240,5430,12511,299,21153,4630,15613,910
05013,Calhoun County,2217,691,1462,64,2174,660,1458,56,2250,636,1554,60
20137,Norton County,2415,497,1878,40,2296,393,1855,48,2190,277,1808,105
40147,Washington County,22765,6308,16457,0,21199,5532,15667,0,22208,5047,15810,1351
23019,Penobscot County,80367,41514,37495,1358,77171,38816,36592,1763,80228,32832,41601,5795
39005,Ashland County,25168,9300,15158,710,23826,8083,15225,518,24074,5659,17169,1246
27073,Lac qui Parle County,4192,2160,1912,120,3974,1974,1938,62,3835,1301,2294,240
08107,Routt County,13199,8270,4725,204,13038,7389,5361,288,13772,7487,5149,1136
29139,Montgomery County,5856,2347,3428,81,5317,1734,3486,97,5424,1118,4124,182
54087,Roane County,5563,2511,2943,109,5027,1928,2973,126,5234,1220,3772,242
05055,Greene County,13612,4541,8578,493,13754,3998,9066,690,14422,3056,10698,668
27013,Blue Earth County,35070,19325,14782,963,34039,18164,14916,959,33256,14428,15667,3161
40019,Carter County,18844,5603,13241,0,17120,4907,12213,0,18533,4002,13751,780
20073,Greenwood County,2279,622,1619,38,2706,653,1986,67,2811,484,2146,181
17059,Gallatin County,2859,1587,1212,60,2569,1028,1492,49,2691,656,1942,93
42059,Greene County,15976,7829,7889,258,13726,5564,7985,177,14955,4157,10394,404
28007,Attala County,9183,3849,5273,61,7853,3368,4452,33,7242,2847,4288,107
51183,Sussex County,5363,3301,2026,36,5421,3350,2021,50,5036,2874,2055,107
55131,Washington County,74411,25719,47729,963,78558,23136,54709,713,76246,20854,51729,3663
27099,Mower County,19187,11605,7075,507,18471,11129,6938,404,17587,7444,8826,1317
01119,Sumter County,7020,5264,1731,25,7025,5420,1585,20,6391,4739,1581,71
01085,Lowndes County,7278,5449,1809,20,7519,5747,1754,18,6676,4882,1751,43
48109,Culberson County,759,492,257,10,876,566,294,16,762,454,280,28
17063,Grundy County,22171,11063,10687,421,20956,9319,11198,439,22891,8021,13417,1453
47023,Chester County,6459,1797,4587,75,6396,1622,4672,102,4850,902,3827,121
46071,Jackson County,1133,435,668,30,1106,426,661,19,1095,323,722,50
24005,Baltimore County,380938,214151,158714,8073,354655,202733,144686,7236,335017,189437,131009,14571
48439,Tarrant County,628553,274880,348420,5253,610149,252789,348686,8674,662832,288001,345683,29148
38071,Ramsey County,4762,2314,2361,87,4971,2162,2659,150,5218,1505,3216,497
20113,McPherson County,13385,4218,8937,230,12060,3384,8399,277,12443,3183,8407,853
20089,Jewell County,1584,313,1231,40,1477,225,1220,32,1483,180,1204,99
41067,Washington County,236632,141544,89185,5903,216473,124431,86551,5491,232034,137818,75903,18313
40049,Garvin County,10738,3028,7710,0,9478,2556,6922,0,10531,1852,8243,436
13189,McDuffie County,9440,3989,5400,51,9585,4041,5475,69,9268,3699,5432,137
47021,Cheatham County,16428,5498,10702,228,15177,4656,10266,255,15823,3877,11295,651
36067,Onondaga County,218239,129317,84972,3950,188787,112664,72807,3316,191962,102915,78277,10770
08014,Broomfield County,29453,16168,12757,528,32191,16653,14765,773,37342,19530,14272,3540
18025,Crawford County,4744,2286,2393,65,4586,2040,2418,128,4591,1323,3013,255
28041,Greene County,5789,1366,4361,62,5919,1325,4528,66,5325,956,4309,60
39089,Licking County,82356,33932,46918,1506,77423,32264,43604,1555,79399,26360,49346,3693
19019,Buchanan County,10338,6050,4139,149,10478,5903,4443,132,10137,3966,5504,667
37181,Vance County,20871,13166,7606,99,20770,13286,7406,78,19762,12168,7304,290
22065,Madison Parish,5300,3100,2152,48,5187,3154,2000,33,4732,2744,1927,61
13185,Lowndes County,39078,17597,21269,212,38610,17118,21176,316,36813,14614,21308,891
08013,Boulder County,171763,124159,44904,2700,173207,120485,48526,4196,176735,124715,38766,13254
20163,Rooks County,2588,468,2068,52,2625,398,2159,68,2378,273,1999,106
37021,Buncombe County,123795,69716,52494,1585,126201,70066,54429,1706,134507,74937,55339,4231
48177,Gonzales County,6287,2167,4076,44,6039,1773,4213,53,6304,1567,4580,157
12081,Manatee County,151994,70034,80721,1239,153451,66476,85616,1359,178521,71066,101681,5774
46081,Lawrence County,12055,4932,6787,336,11359,3973,7025,361,11842,3356,7411,1075
21181,Nicholas County,2970,1272,1634,64,2580,948,1583,49,2837,787,1957,93
38029,Emmons County,1837,546,1230,61,1862,383,1430,49,1959,215,1672,72
20125,Montgomery County,13907,4338,9309,260,12093,3406,8417,270,11623,2557,8466,600
27035,Crow Wing County,35165,15859,18567,739,34800,14760,19415,625,35568,10982,22287,2299
36071,Orange County,151982,78326,72042,1614,130494,67709,60984,1801,140753,63037,72129,5587
36081,Queens County,640137,480692,155221,4224,507722,399970,103193,4559,627021,473389,138550,15082
31181,Webster County,1817,552,1233,32,1730,440,1255,35,1687,306,1320,61
20173,Sedgwick County,192716,82337,106849,3530,177852,69373,104411,4068,180750,66716,101319,12715
13301,Warren County,2660,1554,1087,19,2522,1525,990,7,2332,1313,991,28
55007,Bayfield County,9468,5972,3365,131,9759,6025,3597,137,9491,4953,4125,413
36079,Putnam County,47244,21613,25145,486,40883,17851,22436,596,44186,17363,25241,1582
28153,Wayne County,10022,3890,6070,62,10269,4116,6080,73,9534,3493,5957,84
27091,Martin County,10754,4413,6053,288,10927,4054,6657,216,10469,2733,7062,674
51036,Charles City County,4153,2838,1288,27,4213,2772,1396,45,3745,2244,1381,120
55069,Lincoln County,15268,8424,6519,325,15152,7543,7444,165,14563,5370,8400,793
48097,Cooke County,15032,3051,11871,110,14291,2240,11901,150,15894,2345,13174,375
23029,Washington County,16654,8246,8077,331,15756,7797,7539,420,16559,6358,9037,1164
47163,Sullivan County,63997,18354,44808,835,59833,15303,43528,1002,59860,11910,45577,2373
19061,Dubuque County,47953,28611,18651,691,50516,28600,21265,651,49037,22774,23384,2879
21155,Marion County,7615,3596,3842,177,7316,3418,3800,98,8108,2679,5122,307
51191,Washington County,24500,8063,16077,360,25582,7076,18141,365,25715,5548,19309,858
35009,Curry County,14438,4670,9599,169,13450,3956,9150,344,11292,2776,7560,956
06049,Modoc County,4420,1313,2981,126,3986,1113,2779,94,3359,798,2413,148
51033,Caroline County,12919,7163,5617,139,13590,7258,6148,184,14189,6425,7143,621
51141,Patrick County,8531,2879,5491,161,8241,2417,5622,202,8489,1768,6454,267
19161,Sac County,5053,2256,2705,92,5256,2117,3086,53,5158,1269,3692,197
17131,Mercer County,8848,4887,3833,128,8525,4503,3874,148,8417,3061,4800,556
55005,Barron County,22886,12078,10457,351,22583,10883,11413,287,22514,7881,13595,1038
26127,Oceana County,12509,6405,5860,244,11438,5063,6239,136,11903,3973,7228,702
16063,Lincoln County,1870,545,1232,93,1622,429,1141,52,1748,360,1184,204
29053,Cooper County,8026,2996,4902,128,7511,2474,4887,150,7976,1932,5623,421
53047,Okanogan County,16870,7613,8798,459,12781,5259,7151,371,7061,2630,4048,383
01107,Pickens County,10067,4594,5434,39,9599,4448,5119,32,9494,3972,5454,68
41017,Deschutes County,79782,38819,39064,1899,77441,34985,40670,1786,90584,40222,43667,6695
46035,Davison County,8455,3554,4731,170,7968,3042,4754,172,7952,2355,5157,440
41033,Josephine County,42049,17412,22973,1664,39679,14929,23636,1114,42613,13223,26582,2808
17035,Cumberland County,5321,2055,3156,110,5290,1640,3506,144,5513,1028,4200,285
40067,Jefferson County,2457,805,1652,0,2234,602,1632,0,2345,365,1905,75
17123,Marshall County,6333,3081,3145,107,5842,2452,3287,103,5903,1784,3776,343
35031,McKinley County,23207,16572,6382,253,21313,15363,5420,530,20791,13162,4893,2736
28127,Simpson County,12610,4817,7641,152,12249,4723,7424,102,11416,3871,7393,152
31039,Cuming County,4087,1274,2732,81,3928,1015,2858,55,3988,712,3095,181
51640,Galax City,2402,1052,1317,33,2273,900,1332,41,2363,680,1603,80
46095,Mellette County,843,373,445,25,769,375,381,13,683,238,402,43
19121,Madison County,8480,3733,4579,168,8140,3508,4492,140,8523,2666,5336,521
18015,Carroll County,8736,3736,4858,142,7793,2631,4993,169,8609,1891,6273,445
51165,Rockingham County,33334,10453,22468,413,34783,10059,24173,551,36536,9361,25269,1906
47085,Humphreys County,7580,3600,3818,162,6860,2904,3829,127,7139,1967,4928,244
12113,Santa Rosa County,76185,19470,55972,743,76816,17757,58169,890,87432,18398,65126,3908
46089,McPherson County,1375,441,915,19,1215,272,921,22,1137,192,892,53
18043,Floyd County,36527,16263,19957,307,35283,14805,19868,610,37225,13939,21427,1859
51009,Amherst County,14700,6094,8470,136,14937,5898,8865,174,15164,4986,9643,535
12017,Citrus County,76158,31460,43706,992,73923,28453,44657,813,79590,22765,54377,2448
30093,Silver Bow County,16965,11676,4818,471,16617,10782,5374,461,16122,8545,6252,1325
16003,Adams County,2320,728,1517,75,2060,577,1413,70,2183,415,1556,212
31099,Kearney County,3150,876,2224,50,3156,761,2341,54,3242,550,2519,173
39037,Darke County,25793,7964,17290,539,24807,6610,17745,452,25000,4395,19698,907
24021,Frederick County,111186,54013,55170,2003,109127,51187,55495,2445,114962,51891,56472,6599
51510,Alexandria City,70364,50473,19181,710,73470,52434,20205,831,74384,57147,13241,3996
48101,Cottle County,705,187,509,9,739,180,553,6,583,84,486,13
27037,Dakota County,225472,116778,104364,4330,230023,116252,109514,4257,228659,110251,99624,18784
46059,Hand County,2011,718,1247,46,1848,575,1242,31,1818,334,1391,93
47063,Hamblen County,22669,6807,15508,354,20020,5229,14515,276,20579,4075,15839,665
40013,Bryan County,13733,4426,9307,0,12721,3533,9188,0,13775,2793,10449,533
13075,Cook County,5903,2075,3782,46,6027,2042,3934,51,6038,1752,4175,111
54097,Upshur County,8970,2925,5911,134,8195,2143,5878,174,9180,1763,6971,446
54045,Logan County,13464,5873,7326,265,11901,3461,8186,254,12315,2082,9866,367
48385,Real County,1628,375,1238,15,1533,277,1236,20,1678,262,1382,34
51003,Albemarle County,50921,29729,20576,616,53732,29712,23263,757,56134,33297,19232,3605
51011,Appomattox County,7630,2641,4903,86,7924,2453,5340,131,7954,2023,5714,217
47079,Henry County,13545,5153,8182,210,12731,4337,8187,207,12887,3061,9483,343
21033,Caldwell County,6199,2212,3866,121,5860,1852,3904,104,5972,1260,4507,205
48131,Duval County,4409,3298,1076,35,4343,3331,979,33,4159,2783,1316,60
19103,Johnson County,72975,51027,20732,1216,74928,50090,23556,1282,75637,49942,20993,4702
29043,Christian County,37697,11883,25382,432,37952,9809,27465,678,41394,8505,30941,1948
21237,Wolfe County,2968,1493,1408,67,2559,976,1542,41,2634,753,1804,77
49051,Wasatch County,8531,2892,5430,209,9109,2097,6852,160,11149,2800,5627,2722
38045,LaMoure County,2241,868,1310,63,2179,737,1374,68,2115,500,1475,140
29001,Adair County,11871,5735,5891,245,10121,4218,5648,255,10137,3495,6019,623
40127,Pushmataha County,4473,1265,3208,0,4130,1043,3087,0,4483,748,3581,154
29017,Bollinger County,5784,1690,3972,122,5455,1213,4094,148,5669,705,4827,137
01121,Talladega County,34204,13779,20112,313,33317,13878,19217,222,33218,12108,20596,514
28085,Lincoln County,16402,5505,10781,116,14303,4879,9333,91,15193,4458,10550,185
18145,Shelby County,17574,6987,10333,254,16743,5357,10972,414,17935,4247,12718,970
31019,Buffalo County,19293,5867,13097,329,19057,5266,13378,413,20477,4690,14424,1363
30023,Deer Lodge County,5074,3402,1502,170,4408,2829,1431,148,4099,2018,1736,345
26005,Allegan County,55279,24165,30061,1053,49199,19594,29023,582,55153,17932,33812,3409
06079,San Luis Obispo County,132653,68176,61055,3422,117597,57655,56500,3442,106021,53911,44981,7129
47185,White County,9647,3372,6103,172,9133,2793,6192,148,9776,1842,7657,277
48281,Lampasas County,7634,1903,5651,80,7138,1457,5583,98,8149,1479,6371,299
26117,Montcalm County,27051,13208,13291,552,25383,11431,13624,328,26556,7874,16907,1775
39087,Lawrence County,27194,11262,15415,517,25252,10454,14371,427,25949,6849,18240,860
05063,Independence County,12299,3688,8255,356,12390,3279,8724,387,13443,2878,9925,640
46033,Custer County,4507,1475,2909,123,4520,1335,3062,123,4716,1120,3290,306
12121,Suwannee County,17662,4916,12534,212,17627,4749,12672,206,18675,3955,14281,439
37133,Onslow County,50203,19499,30278,426,50353,18115,31695,543,55364,17156,36342,1866
54025,Greenbrier County,13726,5881,7567,278,12872,4681,7873,318,13984,3743,9499,742
48261,Kenedy County,202,108,94,0,166,82,83,1,186,99,84,3
01089,Madison County,152899,64117,86965,1817,154632,61802,90679,2151,159473,62435,89199,7839
22059,La Salle Parish,6553,860,5602,91,6572,764,5726,82,6568,605,5835,128
13205,Mitchell County,8120,3872,4201,47,8273,4081,4153,39,7857,3492,4272,93
05133,Sevier County,4580,1291,3125,164,4328,1042,3135,151,4517,1075,3281,161
55125,Vilas County,13750,6491,7055,204,13782,5931,7735,116,13453,4769,8169,515
48159,Franklin County,4491,1036,3392,63,4255,750,3446,59,4356,665,3583,108
41059,Umatilla County,25523,9484,15254,785,24623,8499,15425,699,26116,7466,16775,1875
51051,Dickenson County,6753,3278,3324,151,6878,2472,4274,132,6405,1335,4932,138
08057,Jackson County,913,277,624,12,848,216,600,32,862,171,628,63
31155,Saunders County,10212,3767,6188,257,10203,3279,6725,199,10598,2509,7486,603
08079,Mineral County,623,270,334,19,650,291,344,15,652,237,344,71
47161,Stewart County,5507,2470,2956,81,5115,2069,2963,83,5283,1222,3864,197
32003,Clark County,647490,380765,257078,9647,688339,387978,288223,12138,765421,401068,319571,44782
36057,Montgomery County,20175,9080,10711,384,16784,7881,8622,281,17438,5961,10579,898
29129,Mercer County,1748,519,1169,60,1655,353,1255,47,1739,216,1486,37
38079,Rolette County,4534,3403,1045,86,4528,3351,1090,87,3662,2097,1210,355
34017,Hudson County,211312,154140,55360,1812,176104,136239,38082,1783,201425,149980,45615,5830
41021,Gilliam County,1110,430,648,32,1044,371,637,36,937,221,632,84
37075,Graham County,4171,1265,2824,82,3910,1115,2743,52,4094,761,3260,73
16053,Jerome County,6847,1794,4897,156,6681,1699,4804,178,10667,2117,7347,1203
13005,Bacon County,3938,817,3089,32,3929,791,3092,46,4010,607,3356,47
37063,Durham County,136897,103456,32353,1088,143828,109185,33326,1317,150543,118783,27879,3881
28105,Oktibbeha County,18792,9326,9320,146,16001,8030,7728,243,16151,7851,7671,629
17027,Clinton County,17314,7657,9357,300,16394,5577,10493,324,17268,3939,12394,935
51161,Roanoke County,50975,19812,30571,592,53793,19589,33344,860,50149,16787,30857,2505
38099,Walsh County,4882,2325,2415,142,5061,2118,2809,134,4543,1166,2991,386
20207,Woodson County,1599,512,1055,32,1435,377,1030,28,1420,270,1063,87
40071,Kay County,18693,5463,13230,0,16122,4624,11498,0,16795,3734,12168,893
34033,Salem County,31363,16044,14816,503,29116,14456,14214,446,29220,11766,16256,1198
28029,Copiah County,14502,7710,6701,91,13002,7201,5714,87,11906,6203,5576,127
48423,Smith County,79561,23726,55187,648,84794,22101,61858,835,83161,22128,58631,2402
39151,Stark County,187545,96990,86743,3812,176620,86314,86958,3348,170868,66581,96345,7942
19153,Polk County,214386,120984,89668,3734,227563,128264,96029,3270,228420,119671,93421,15328
21007,Ballard County,4060,1427,2537,96,3895,1189,2647,59,4097,816,3161,120
28027,Coahoma County,10568,7597,2917,54,9563,7164,2356,43,8912,6378,2426,108
28079,Leake County,9359,4151,5148,60,7921,3599,4283,39,8436,3579,4775,82
41053,Polk County,36207,17536,17714,957,33996,15761,17377,858,37030,15741,18333,2956
22117,Washington Parish,18624,6122,12215,287,18100,6351,11470,279,18622,5690,12552,380
26145,Saginaw County,104090,60276,42225,1589,97903,54372,42716,815,94198,44395,45469,4334
48313,Madison County,4074,1146,2891,37,4025,964,3028,33,4283,881,3349,53
28129,Smith County,8305,1968,6265,72,8099,1979,6049,71,7556,1598,5877,81
18063,Hendricks County,64955,24548,39728,679,66590,21100,44308,1182,75258,22595,48326,4337
29225,Webster County,16356,5685,10431,240,15421,4407,10702,312,16690,3173,12829,688
06095,Solano County,160973,102095,56035,2843,138565,87225,48364,2976,141218,87419,45641,8158
37005,Alleghany County,5263,2021,3124,118,5025,1574,3378,73,5214,1300,3789,125
47061,Grundy County,4632,1971,2563,98,4217,1637,2502,78,4750,998,3626,126
46113,Shannon County,3350,2971,331,48,3130,2922,188,20,2896,2504,241,151
31081,Hamilton County,4799,1332,3389,78,4824,1136,3582,106,4902,873,3763,266
25015,Hampshire County,79570,56869,20618,2083,80406,56552,21366,2488,82329,54572,22089,5668
13143,Haralson County,11097,2248,8658,191,10362,1787,8439,136,11317,1474,9579,264
40055,Greer County,2114,566,1548,0,1832,488,1344,0,1896,323,1482,91
37049,Craven County,44598,19352,24901,345,45585,18556,26654,375,46231,17481,27556,1194
36099,Seneca County,14741,7422,7038,281,12148,6526,5405,217,12727,5175,6719,833
45001,Abbeville County,11001,4593,6264,144,10577,4507,5923,147,10724,3712,6742,270
42037,Columbia County,28063,13230,14477,356,24305,10424,13445,436,27127,8502,17387,1238
56029,Park County,14985,3757,10839,389,14492,2927,11234,331,14634,2535,11115,984
26137,Otsego County,12616,5634,6752,230,11829,4681,7008,140,12529,3556,8266,707
15009,Maui County,51789,39727,11154,908,48547,35979,11577,991,51942,33479,13445,5018
13049,Charlton County,3685,1197,2466,22,3763,1197,2527,39,4008,1004,2950,54
21175,Morgan County,4379,1879,2396,104,4472,1369,3021,82,4766,1006,3628,132
35027,Lincoln County,9696,3535,6001,160,9209,2931,5940,338,8856,2329,5889,638
30071,Phillips County,2123,638,1423,62,2228,471,1688,69,2147,315,1715,117
35003,Catron County,2112,664,1398,50,2100,557,1474,69,2024,426,1453,145
13217,Newton County,41435,20827,20337,271,43216,21844,20979,393,43787,21936,20907,944
26009,Antrim County,13852,6079,7506,267,13184,5107,7917,160,13572,4448,8469,655
37067,Forsyth County,166133,91085,73674,1374,172332,91606,79177,1549,172509,92488,74793,5228
12033,Escambia County,154447,61572,91411,1464,148430,58154,88671,1605,151609,57114,88370,6125
05147,Woodruff County,2761,1412,1206,143,2685,1340,1227,118,2550,1117,1344,89
28081,Lee County,34960,12021,22694,245,34363,12043,22004,316,31974,9635,21695,644
10001,Kent County,66925,36392,29827,706,68669,35525,32134,1010,74253,33347,36989,3917
48359,Oldham County,920,102,813,5,865,71,786,8,945,78,850,17
46125,Turner County,4352,1681,2538,133,4210,1411,2715,84,4150,961,2937,252
37117,Martin County,12541,6539,5957,45,12541,6514,5963,64,11852,5814,5874,164
18129,Posey County,12771,5828,6804,139,12216,4531,7427,258,12448,3515,8393,540
26095,Luce County,2740,1191,1490,59,2477,951,1501,25,2576,681,1756,139
06015,Del Norte County,9531,4323,4967,241,7940,3396,4256,288,7949,2997,4370,582
27169,Winona County,27935,16308,10975,652,27103,14980,11480,643,25852,11366,12122,2364
08017,Cheyenne County,1111,198,890,23,1045,162,858,25,1076,127,905,44
29161,Phelps County,19438,7394,11706,338,18188,5798,11893,497,18499,4761,12699,1039
30053,Lincoln County,9227,3025,5704,498,8869,2544,6045,280,9250,2040,6720,490
01093,Marion County,12355,2600,9536,219,12104,2249,9696,159,12912,1432,11273,207
13293,Upson County,11421,4061,7291,69,11257,3955,7229,73,10924,3471,7288,165
42053,Forest County,2444,1038,1366,40,2308,894,1381,33,2398,626,1680,92
16069,Nez Perce County,17823,7123,10357,343,16848,6451,9967,430,17195,4828,10699,1668
55105,Rock County,79169,50529,27364,1276,80462,49158,30492,812,75043,39336,31483,4224
27057,Hubbard County,11638,4872,6558,208,11482,4676,6622,184,11423,3432,7269,722
46101,Moody County,3254,1663,1508,83,3033,1429,1535,69,2930,1042,1729,159
47093,Knox County,186086,70215,113015,2856,167330,57594,106411,3325,179266,62861,105724,10681
21151,Madison County,32537,12392,19694,451,33317,11512,21128,677,37318,11793,23431,2094
48267,Kimble County,1843,342,1487,14,1891,217,1667,7,1945,206,1697,42
17159,Richland County,7650,3181,4329,140,7274,2360,4750,164,7630,1579,5736,315
06075,San Francisco County,382865,322220,52292,8353,321023,267857,42654,10512,279917,238772,27633,13512
26157,Tuscola County,27798,13503,13740,555,26482,11643,14517,322,26157,7493,17421,1243
48407,San Jacinto County,8958,2721,6151,86,9610,2410,7105,95,10305,2034,8050,221
39061,Hamilton County,425086,225213,195530,4343,402572,208508,188653,5411,395000,207587,169972,17441
30087,Rosebud County,3810,1919,1768,123,3610,1478,2035,97,3357,969,2211,177
54101,Webster County,3052,1552,1386,114,2744,939,1708,97,2955,554,2284,117
13157,Jackson County,22960,4950,17776,234,23670,4236,19122,312,27057,4469,21754,834
13317,Wilkes County,5052,2315,2705,32,4746,2080,2628,38,4470,1844,2569,57
20025,Clark County,1159,245,897,17,1000,171,791,38,983,118,813,52
37139,Pasquotank County,18180,10272,7778,130,17343,9970,7216,157,16964,8455,8082,427
37097,Iredell County,73162,27318,45148,696,75762,25952,49071,739,80727,24441,54164,2122
21119,Knott County,5820,2612,3070,138,5693,1420,4130,143,5756,1245,4357,154
49015,Emery County,4448,973,3358,117,4414,569,3743,102,4263,379,3402,482
48293,Limestone County,7652,2516,5079,57,7563,2208,5288,67,7648,1748,5747,153
40109,Oklahoma County,279354,116182,163172,0,256337,106812,149525,0,273609,112661,141429,19519
48181,Grayson County,45477,13900,31136,441,42207,10665,30907,635,47068,10276,35274,1518
48183,Gregg County,42610,13166,29203,241,41356,12336,28665,355,41365,11623,28693,1049
48055,Caldwell County,11648,5403,6107,138,11055,4787,6018,250,11709,4663,6516,530
12086,Miami-Dade County,863486,499831,360551,3104,877245,540776,332602,3867,978670,623006,333666,21998
54109,Wyoming County,7530,2735,4621,174,7496,1575,5751,170,7809,1061,6527,221
22073,Ouachita Parish,67244,24813,41741,690,68437,26629,40927,881,67987,24420,41712,1855
51187,Warren County,16126,6997,8879,250,16636,6449,9865,322,17791,5165,11762,864
45089,Williamsburg County,16443,11279,5004,160,16282,11318,4819,145,15049,9949,4863,237
30021,Dawson County,4432,1593,2639,200,4417,1219,3024,174,4297,786,3298,213
31109,Lancaster County,127490,65734,59398,2358,123206,59970,61177,2059,129803,60533,60456,8814
06031,Kings County,35108,14747,19710,651,30139,12282,17184,673,23497,9077,13158,1262
20179,Sheridan County,1376,254,1108,14,1320,165,1136,19,1362,126,1186,50
39067,Harrison County,7787,3683,3872,232,6999,2895,3936,168,6956,1663,5021,272
55027,Dodge County,42823,19183,23015,625,44379,18745,25190,444,42818,13968,26643,2207
33019,Sullivan County,22614,13249,9169,196,21814,12166,9269,379,22101,10210,10796,1095
13111,Fannin County,10584,2611,7807,166,10007,2027,7853,127,11764,1920,9622,222
48447,Throckmorton County,838,166,671,1,813,109,700,4,808,84,715,9
17009,Brown County,2569,986,1544,39,2362,787,1511,64,2336,475,1776,85
48009,Archer County,4365,740,3595,30,4163,525,3599,39,4269,394,3785,90
39145,Scioto County,32571,14926,16994,651,30023,14432,15023,568,29618,8841,19742,1035
26073,Isabella County,28350,16679,11220,451,24119,13038,10800,281,25344,11404,12338,1602
26057,Gratiot County,17738,9105,8322,311,16011,7606,8236,169,16442,5665,9878,899
48085,Collin County,296583,109047,184897,2639,301101,100754,195933,4414,356545,139837,200395,16313
18027,Daviess County,10586,3370,7098,118,10246,2437,7638,171,10736,1800,8545,391
35019,Guadalupe County,2196,1557,620,19,1978,1388,518,72,1809,962,591,256
21087,Green County,5079,1204,3785,90,4856,1165,3634,57,5331,832,4372,127
47115,Marion County,33767,13058,20288,421,10404,3952,6268,184,10832,2829,7680,323
01075,Lamar County,7075,1614,5419,42,7159,1643,5453,63,6931,1035,5819,77
01073,Jefferson County,318524,166121,149921,2482,303424,159658,141413,2353,290111,151581,130614,7916
13231,Pike County,8203,1575,6547,81,8099,1355,6660,84,8675,1239,7273,163
12107,Putnam County,33171,13236,19637,298,31323,11666,19326,331,32652,9920,21873,859
35033,Mora County,2760,2168,569,23,2604,1952,591,61,2429,1533,662,234
37017,Bladen County,15480,7853,7532,95,16351,8277,7947,127,15743,7021,8511,211
05009,Boone County,15474,4435,10575,464,15363,3762,11143,458,15912,2925,12225,762
56039,Teton County,12316,7472,4565,279,11356,6211,4858,287,12176,7313,3920,943
01021,Chilton County,17785,3674,13960,151,17434,3391,13910,133,18255,2909,15068,278
20181,Sherman County,2704,688,1959,57,2606,575,1967,64,2537,340,2043,154
48387,Red River County,5052,1539,3461,52,5074,1482,3549,43,5147,1148,3924,75
48311,McMullen County,537,132,400,5,508,67,436,5,497,40,454,3
46135,Yankton County,10134,4838,5039,257,9924,4208,5463,253,9616,3301,5654,661
01007,Bibb County,8644,2299,6262,83,8391,2200,6131,60,8748,1874,6733,141
49027,Millard County,4739,758,3653,328,4958,424,4421,113,5211,429,3845,937
21205,Rowan County,8154,4074,3907,173,7641,3438,4035,168,8829,3295,5174,360
21125,Laurel County,22500,4618,17660,222,22408,3905,18151,352,24811,3440,20592,779
28125,Sharkey County,2795,1907,873,15,2258,1571,675,12,1926,1290,619,17
17167,Sangamon County,99828,51300,46945,1583,94032,41961,50131,1940,96472,40731,49823,5918
21235,Whitley County,13704,3484,10015,205,13068,2683,10232,153,13765,2067,11312,386
13035,Butts County,9091,3065,5947,79,9372,2966,6306,100,9477,2566,6717,194
27065,Kanabec County,8499,3743,4479,277,8107,3586,4319,202,8125,2327,5230,568
19053,Decatur County,4102,1986,2020,96,3812,1790,1945,77,3703,1201,2296,206
08035,Douglas County,151819,61960,88108,1751,150160,54093,93930,2137,182918,67045,100178,15695
08109,Saguache County,2747,1730,953,64,2796,1762,937,97,2707,1345,1109,253
17069,Hardin County,2255,892,1330,33,2330,742,1535,53,2133,419,1650,64
40133,Seminole County,8577,2977,5600,0,7449,2597,4852,0,8032,2067,5612,353
48377,Presidio County,1757,1252,489,16,1808,1273,504,31,2203,1458,652,93
34011,Cumberland County,58065,34919,22360,786,49472,30172,18767,533,53018,27045,24213,1760
40121,Pittsburg County,17209,5457,11752,0,15598,4813,10785,0,17250,3704,12740,806
24027,Howard County,145233,87120,55393,2720,141167,84017,54094,3056,146401,93808,44792,7801
46009,Bon Homme County,3175,1367,1712,96,3074,1167,1830,77,2974,704,2105,165
12089,Nassau County,38304,10618,27403,283,40523,10249,29926,348,46537,10849,34221,1467
40027,Cleveland County,104430,39681,64749,0,93720,34701,59019,0,109326,38790,62469,8067
51017,Bath County,2432,1043,1349,40,2218,894,1274,50,2243,603,1548,92
26163,Wayne County,890326,660085,219582,10659,814108,595253,213586,5269,773983,517022,228313,28648
38069,Pierce County,2139,792,1301,46,2162,656,1462,44,2020,431,1433,156
20129,Morton County,1402,229,1153,20,1247,180,1050,17,1160,145,970,45
